document	label
이 영화가 대박 친 이유 찾기가 대학교 시험만큼 어렵다.	0
전 오늘썜이 보여주셔서 봣는데 헌트리 (?) 넘멋있엇다능 ㅋㅋ	1
모든 대사가 명언이 되었던 영화 !!해마다 이영화를 보며 내 나이의 흐름과 생각을 느낀다 .	1
대사가 너무 없어서 정황도 제대로 파악하기가 상당히 힘든 영화. 말하지 않으면 몰라요.	0
프랑스 영화가 좋은 이유 하나 더 추가요~	1
대사 하나하나 놓치지 말고 봐야함.	1
간만에 볼만하군요 처음부터 본 프로인데ㅋㅋ	1
오랜만에드라마컴백한감우성씨팬입니다감우성씨가선택한드라마이기에꼭보죠정말실망시키지않는그의연기에감탄합니다정말멜로킹	1
너무너무 감동적인 영화	1
너무 뻔한 반전. 무거운 스토리.	0
우아하게 지루하다.	0
어웨이크가 훨싸 재밌어요	0
기가 막혀서 말이 안나온다 진짜 최고다	1
베드로맨스	0
ㅋㅋ좋음	1
공감 가는 영화, 하지만 결론이 너무 영화같다.	1
중간중간 잉? 잉? 하고 의문을 갖게 한다. 하지만 불편하지 않고 그저 궁금하다. 아멜리에를 둘러싸고 있는 환경은 어쩌면 매우 평범하지만 그안에 있는 아멜리에가 너무 사랑스러워 모든 것을 특별하게, 마치 동화처럼 만들어주는 느낌이다. 예쁘다 사랑스럽다	1
신문 받아갈 때 결말은 예상했다. 남자를 바꾸는 여자의 힘! 대단하다!	1
에인절스 팬들의 바이블급 영화	1
가슴이 먹먹하네요..	1
새롭지도 세밀하지도 마법적이지도 않다. 함몰된 시간들	0
지금까지의 영화들이 그랬듯. 이 영화역시 일본에 대한 미화는 여전하다.	0
너무 재미있는 영화. 배우진들 구성도 잘된...	1
역시 아스테릭스! 정말 조카랑 재밌게 봤어요!	1
보다가 포기한 영화는 이게 처음 다음 컷이 전혀 궁금하지도않다	0
TV단막극 드라마 보는기분이네...포스터 사진은 전여 상관없음 참고하세요	0
난 호로매니아인데 이건 지루하다지루해	0
아 ebs에서 하길래 또 봣는데 역시는 역시다 또 울고말았다 몇번을봐도 눈물 못참는다	1
지금 보기엔 뻔한 스토리, 캐릭터마저 진부하다	0
별로 웃기지않은 코미디영화.	0
이건 어디서 볼 수 있나요? 암만 찾아봐도 없네요...	1
영상이 아름다움. 스토리는 가족 영화 전형적 수준.	0
정말 감동적이고 슬퍼서 울엇음ㅠㅠ짱★	1
진짜 명작 오브 명작임. 이거 다시 리메이크하거나 드라마로 만들어야함. 이 영화 보고 느낀건 진짜 북한은 몰라도 남한의 같은 민족끼리 이래야하나?진짜 슬프더라... 마지막 엔딩크레딧이 올라가면서 울나라는 언제 진정한 꿈같은 해방이 올려나라는 생각이듬.	1
잼있어요 좋은 교훈을주는영화네요 아이들한테 좋은영화예요^^	1
시간가는 줄 모르게 딴짓하기에 좋네요 간간히 웃기긴 합니다	0
갓심은 닥치고 ㅇㅂ준다	0
당신의 일상이 ? 왜사는지 자문한다면 ?떠나자 글래스톤 베리로~	1
사랑보다 아름다운 유혹을 그대로 Ctrl+V 한 영화, 단 시대적 배경이 조선이라는것 외에는 백100% 똑같음 이런 쪽팔리는 영화 더이상 나와서는 안된다.	0
묘한 매력과 잔잔한 여운이 남는 영화! 느낌이 좋았다~	1
유치하고 지저분하고 재미없음	0
이것을영화라고찍나요	0
무엇을 보여주자는건지 코믹도 아닌것이.	0
ㅋㅋㅋ 리얼스틸 아빠와 아들이 성우함? ㅋㅋㅋ	1
클라나드 이후의 대명작	1
장난치지 말자 절대 낚이지 말자. 현명해져야한다.	0
뒤로 갈수록 아이디어가 고갈되어 가니 작품이 엉망이다	0
4번은 봤는데 대단함. 에이리언1과 연결도 되고 에이리언1의 내용을 보충하려는 감독의 의도가 좋았음. 2가 엄청 기대됨	1
tv에 하길래 봤는데...진심 진짜...답이없는영화다...연기력 최악의영화	0
킬링타임용으로 최고인거같다..추천	1
이렇게 드라마에 빠진적은 처음이다... 시즌2도 하면...	1
세상에서 제일 재미없는듯 주인공이 살인마야? 복수극맞아? 이걸 영화라고 본 내가 한심하다 감독이나 김선아나 ㅉㅉ	0
장난?	0
일단,악당이 너무 약한데다가,난데없는 반담의 발차기만...오우삼이 미국가서 찍은 첫번째 영화인데 이 모양...총체적 난국...답없음(웃음)할아버지 멋쟁이의 주인공 할아버지는 뜬금없이 왜 나오시는지?완전 뜬금포다.이게 또...두번 볼 물건이 못됨(웃음)	0
재미더럽게없다	0
호프만과 핵크만을 동시에 볼 수 있다는 것만으로 10점이다.개연성에는 다소 무리가 있었지만 색다른 시도가 좋았다.	1
최악 ㅜㅜ 작가 정말 심하다짜증 최고	0
내가 영화를 만들어 보진 않았지만, 지뢰작은 분별 할 수 있다. 연기가 어색한 탓인지 스토리가 억지적으로 전개되는 탓인진 잘 모르겠다. 다만 영화가 진행되는 내내 매끄럽지 못하고 끊기며 부자연스러운 느낌을 떨칠 수가 없었다.	0
안봤으면 절대 말을 말길내인생 Top3 안에 드는 드라마♥영원히 기억될 장옥정, 사랑에 살다	1
단순히 영화를 뛰어넘어 내게 개봉당시의 크리스마스를 추억하게 해주는 타임머신과 같은...	1
나 꿍꼬또 레빗 꿍꼬또, 나 꿍꼬또 썸머 꿍꼬또	1
포스터부터 90년대 영화다 진짜 할말을잃엇다 2010년영화라니	0
이런 영화를 만든 러시아 연방에 놀랐구, 이런 영화를 끝까지 본 내자신한테 또 놀랐음~~	0
재밌는것 같음.고전풍영화.	1
평점봐라 영화를 보고 평점 주는거냐?	0
별로 잼없음ㅋㅋㅋ흑마법사가 나쁜 마음을 가진 마법산데 왜 삼촌은 안그런거지? 애초부터 백마법사 편에 선다는게 모순	0
살다살다이런쓰레기영화첨보네요..ㅉㅉㅉㅉ	0
그냥 별 생각없이 기대없이 봤는데 초반 살짝 지루했는데 볼수록 재밌고 빠져들고 막판 결정타까지 여운도 남고 이 영화 매력 넘치네 제목도 이유있게 지었고 연기좋고 연출좋고 아 좋다 좋아	1
정말 웃기다 ㅋㅋ 1편도 재밌지만 2편이 더 재밌다 ㅋㅋ	1
이거 왜이래??	0
어우ㅡㅡ왜지석이한테솔직하게말안하는건데 솔직하게말하면지석이가도와줄거같구만 짜증나게하네	0
돈아깝다...	0
뭘 하자는건지..잠만 오네요	0
팬심으로도 못보겠더라... 나른하다못해 지루하고 겉멋만 잔뜩든 느낌. 그러나 전혀 멋지지않음..	0
재미없어!!	0
좋다ㅠ감동적이다	1
재미있고 설레는 느낌.. 다음이 계속 궁금해진다. 유쾌하게 볼 수 있는 쿨한 영화~	1
평점9이상준놈들다알바임 쓰레기영화	0
레이첼 웨이즈가 안 나오기도 하고 내용은 정말 유치 그 자체	0
너무너우너무재미있었어요	1
? 재밌던디 평점 왜이러지? 개인적으로 한번보고 못잊고 찾아보게만든영화였음추천!!	1
아오 사샤 개간년아 소리좀 그만질러라귀신보다 니 목젖 흔드는소리가 더 소름끼쳐	0
스토리가 뭐 이래!!! 짜증	0
테이프가 늘어나도록 봤다ㅋㅋㅋㅋ	1
재밌다ㅋ 바론도멋있고 하루도 귀엽고	1
아너무좋다ㅠㅠㅠ한태희ㅠㅠ♥사라ㅠㅠ♥	1
진짜 OOO기다,,,,, 0.5점도 아깝다 ㅅㅂ	0
역겨운 게이들 미화한 영화	0
웬 표절 ㅋㅋ 그냥저냥 재밌게 봤는데..	1
코난 극장판 중 최악의 쓰레기 . 시즈니 코분은 진짜 최악임	0
'영리함'은 사라지고 '잔인함'만 살아남다..	0
정말 재밌게 봤다. 또 보고싶어지는 영화. 예전 좀 더 순수했던 시절이 생각나서 감정이입이 더 되고. 정말 마사미는 이 영화에서 최고인거 같다. 한국 여배우 다 갔다줘도 난 이 영화에 숏컷 마사미랑은 절때 안바꾼다. 음악도 정말 마음에 듬. 추억 새록	1
흔한 코미디.	0
ㄹㅇ 보다가 그냥나옴 그냥 다른거 보셈	0
하,,진짜 감독은 책을 코로 읽었나...	0
결말이 도대체 뭐??야??	0
10글자채우기...	0
부패의 끝을보여주는구나 브라질에서안태어나서 다행이다..	1
사이먼 베이커 여기 왜나온그야	0
소리 소문 없이 망한 이유를 알겠다	0
넘감동적이고 보는 내내울었다~매주시청하지못해 아쉽긴하지만재밌게시청했고 바보엄마 짱!	1
개인적으로 짐캐리 영화중에 가장 웃겼던 영화	1
옛날 생각난다. 돌아가고 싶다.	1
반새드 .. 반해피...	1
1편 보다 훨씬 나아진 특수효과 트랜스포머보단 훨 낫다	1
별로 잼 없었음 시간 때우기 용은 괜찮을듯	0
이 잔인한 슬픔에....졌다.....OO T.T	1
대사내용이 너무성의가 엄네요..상대방이름만 부르다 마네..작가님 신경좀 쓰셔야할듯..한마디로..넘 재미엄써 못보겟네!!	0
박정민 연기가 고마워서 10점 준다 그나마도 없었으면 태양계로 쏴버릴뻔한 영화	1
잔잔하니 가슴이아프다..	1
상갓집에서 건배는 너무했다작가가 이런 20대를 보내면서 자랐나봄...작가 몇살이죠?	0
어디를 봐도 이런 영화 없을 듯 합니다. 꼭 한 번 보세요.	1
이와중에 기동찬물에 빠져 죽여야 했나요 재밌게봤는데 마지막에 멘붕이...	0
짱인디	1
남녀노소에게 모두 부적합한 난감한 영화	0
정말 엉성한 영화...근데 저당시 산드라 록은 정말 이쁘네...	0
보다보면 영화에 빠져드는 흔한 일본영화	1
너무 아름답고 가슴시린 영화입니다	1
컷사진만 보고 1점준건 최초네요... 물론 안보겠습니다.	0
사람들이 많이 봤으면 좋겠네요 마음 힐링 제대로 했습니다	1
보고나면 허탈해지는 베테랑보다 훨 낫다. 베테랑 평점은 지나치다.	1
갠춘함!!!	1
로봇은 그냥 애가 상상하면서 히죽대는거고, 실상은 그냥 전쟁통에 애가 현실도피	0
작가가 문젠거야? 왠만하면끝까지보려고틀어놨다가58분에 도저히 못보겠음.. 포기 ㅋ	0
감격시대 요즘 재밌게 너무 잘보고있고요 ㅋㅋ 저는 김현중♥진세연 커플 잘됐으면좋겠구요 그리고 김현중씨의 멋진 액션 기대중입니다~	1
미쳤냐? 고 묻고싶다 감독한테	0
존나허무~~~~ 주이디샤넬 존나짱남~~~~	0
진짜 연기못하는것들 모아다가 뭘 찍는지...	0
나는 건포도가 들어간 카레와 매스게임이 정말 싫다....	0
허술한듯한 비주얼 속에 믿겨지지 않을만큼 알차고 쫄깃한 스토리텔링	1
1점 주기도 아까움. 재밌고 무섭다는 사람들 ㅋㅋㅋ알바하니니네	0
요즘에도 매번 지식인에 물어본다. '프리즌브레이크만한 미드 없어요?'라고	1
틸OO이거때문에 9점! 스토리는그저그런데 틸OO이거가 넘멋짐♥	1
주인공 코아티의 활약을 뛰어넘는 존재감 100% 원숭이 츄이 ㅎㅎ 귀엽~	1
티비단막그에도 못미치는 휴지토영화	0
이영화 있는지도 몰랐다	0
역시 썩을대로 썩은 우리야구현실... 다시는 프로야구보러 안가야겠습니다.	1
저렇게 멍청한 싸이코패스 연기는 처음.. 벗기만 하고 백치미 쩔고.. 초딩들이나 혹할 영화	0
노처녀들의 로망	0
ㅋㅋㅋ 진짜 재밌게 봤습니다.	1
아 따분하고 식상해	0
시바 재미도 없고 이쁘지도 않고	0
뭔 개떡 같은 영화냐 토미리 존스가 아깝다	0
1편에 비해 동물들은 더 많아졌지만, 집중하게끔 만드는 스토리와 캐릭터는 거의 없다.	0
눈에익다했더니..박찬뭐시기감독영화에나온사람이군....공부하는느낌드는 영화	0
판타지 로맨스의 운명을 개척하지 못하다.	0
결국 자극적 설정, 우유부단캐릭터만 남았다. 이럴바엔 이해하는 척/쿨한 척 하지말지	0
다시 보기 하고 있는데 유치하고 오글거려고 정말 매력적인 드라마입니다. 안재욱씨, 차인표씨, 최진실씨 정말 환상의 조합이구요. 진실언니가 아직도 살아있는것 같은 착각이 막 듭니다. 편히 쉬시길.	1
춤을 제대로 담아내는 것도 아니고, 로맨틱을 제대로 담아내는 것도 아니다. 차라리 뮤직비디오가 더 멋있을 정도. 보아 팬이라서 봤지만 보아의 매력도 못담아낸 영화. 내 소액결제 아까움	0
총이나 똑바로 들어라.. 애새끼 군대안간거 티내냐 .	0
기.평자들의 말을 듣지마세요 감동과 액션 모든걸 갖춘 영화입니다	1
이거 평점 오바다. 쓸데없이 높다	0
1점도 아깝다 보다가 화나고 멘붕이와서 꺼버렸다 진짜 쓰레기영화! 에라이 퉷	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
OO나게 재미없더만 ㅡㅡ	0
지금시대엔 진부하지만.비디오시절 최고의 액션영화.	1
나름 재밌긴 한데 약간 불편한 섹시코미디	0
배우들은 매력적이었다	0
단순한히 치고 부수는 액션 영화일줄 알았는데 많은걸 생각하게 해준 작품성이 뛰어나네..	1
뭐가 이렇게 허접하다냐	0
완존 귀여워요~~~~~	1
어렸을 때 내가 이 영화를 아버지 손잡고 영화관 가서 봤다고...... 아버지께 다시한번 죄송스럽다 ㅠㅠ	0
다시보고 싶은 007시리즈!!!	1
사소한 이야기조차 눈을 뗄수 없게 만들던 거장의 솜씨. 예전 장이모우 그립다	1
아이쉬와라 라이 정말 예쁘다 영화는 루즈	0
한국 영화는 죄다 조폭에 차앙 녀에 전부 성형이고 자연스러운 부분이 하나도 없네... 이로써 한국 여배우들은 모두 인공 ㅅㄱ 라는것을 알게되었다	0
평점을 줄때에는 직접 보고 줘아한다.	1
본 사람이 그리 많지 않네? 재미는 별로	0
나는 김지운이 남성적인 감성을 가진 영화만 만드는 사람인줄 알았는데 의외로 이런 섬세하고 여성적인 감성의 영화도 잘 만드는 감독이라는걸 이제서야 알게 되었다. 아름답게 섬짓하고 우아하게 처연한 영화. 김지운 필모에서 가장 독특한 지점에 서 있는 작품.	1
이딴거 내가 본 영화중 최악이닼ㅋㅋㅋ머 이딴 쓰레가가다있노 영허ㅡ관가서 본사람 돈 개낭비다 진짜...	0
진짜 괜찮은 영화.	1
재밌게봤습니다.	1
좋은 사람 있으면 소개시켜줘...	1
인내심을 극한까지 밀어붙이는 멍청하고 기괴하며 속이 뒤틀리는 종교영화.	0
5탄에서발끈한 막판총질 투다다다다	0
깔끔하게 인물전은 반고흐같은 영화가 좋다.	0
알바쉐리들이 까내린 점수 원상복구하자	1
독도는 우리땅	0
영화가 끝났지만, 차마 떠날 수 없었다. 머릿속에 정리가 필요했다. 하지만 이해가 되지 않았다. 단지 영화 내내 있었던 수많은 죽음, 그들의 죽음은 무엇을 위한 것이었던 걸까. 고작 돈 때문에 너무 많은 목숨이 떠나갔다. 많은 생각이 든다.	1
일본인이 천성이 더럽고 쓰래기라는걸 잘 보여준 영화	1
으리가 없다	0
꼭 졸음운전을 방송에 내보내야되냐진짜 노답이네	0
